ward,date,cases_lag_1,cases_lag_2,cases_lag_3,cases_lag_12,cases_roll_3,cases_roll_6,rain_lag_1,rain_3m_lag,rainy_days_lag_1,heavy_rain_days_lag_1,tmax_lag_1,tmin_lag_1,humidity_lag_1,oni_lag_1,month_sin,month_cos,slum_pct_imputed,population_density_per_km2,elevation_m,vulnerability_index,population_2019,predicted_cases,lower_80,upper_80,latest_annual_cases,calibration_scale,scenario,enso_value,climate_rain_mm_lag1,climate_temp_lag1,q50,q75,q90,slum_pct,risk_score,risk_level,priority_score,predicted_cases_per_100k
R/N,2026-06-01,131.5236120709514,129.0949090071412,102.19235199262843,153.00829302004146,120.93695769024036,119.90942947093606,9.004246103565453,10.822036048254544,2.4545454545454546,0.0,32.26273489736073,27.263561407624653,74.24834947698452,0.0,1.2246467991473532e-16,-1.0,51.0,31330.65518222099,11.0,76.65413963198206,446374.0,156.6755290661029,130.5691002874037,204.44765793060313,1622.0,0.97518594977642,typical,0.0,9.004246103565453,32.26273489736073,84.5,137.25,183.60000000000002,51.0,82.57575757575758,High,81.0953530898137,35.09960908702185
G/S,2026-06-01,556.8732905097389,540.9007459593867,588.0062163282222,690.3387898881061,561.9267509324492,579.7943431413179,9.004246103565453,10.822036048254544,2.4545454545454546,0.0,32.26273489736073,27.263561407624653,74.24834947698452,0.0,1.2246467991473532e-16,-1.0,21.0,41858.76936999277,7.0,49.35034752315354,390890.0,772.0381304157048,619.5167372652346,914.4269698102675,7839.0,1.001996486387063,typical,0.0,9.004246103565453,32.26273489736073,445.5,569.25,725.7,21.0,91.66666666666666,High,81.08758688078838,197.50777211381842
P/N,2026-06-01,213.65067526708324,193.3547671840355,166.53517436000806,269.64563596049186,191.1802056037089,193.59638513740506,9.004246103565453,10.822036048254544,2.4545454545454546,0.0,32.26273489736073,27.263561407624653,74.24834947698452,0.0,1.2246467991473532e-16,-1.0,54.0,20751.61391657302,21.0,68.51752173761194,974114.0,286.41472799130884,210.35531073746975,384.2581264085527,2697.0,0.9649163332968834,typical,0.0,9.004246103565453,32.26273489736073,236.5,303.75,381.70000000000005,54.0,72.72727272727273,Medium,71.67483497985754,29.402588197203695
E,2026-06-01,352.9994486307664,345.76854744838573,440.7562947987502,441.084972125222,379.84143029263413,391.61903449120877,9.004246103565453,10.822036048254544,2.4545454545454546,0.0,32.26273489736073,27.263561407624653,74.24834947698452,0.0,1.2246467991473532e-16,-1.0,20.0,55680.01825933636,11.0,55.761109348493214,406967.0,448.0212457375695,361.19186374138934,539.6594310192459,5365.0,0.9885932517551124,typical,0.0,9.004246103565453,32.26273489736073,306.0,443.25,675.0000000000002,20.0,76.51515151515152,High,71.32664097348695,110.08785619904549
A,2026-06-01,89.41319181197878,90.06823351023502,85.48294162244125,128.55193328279,88.32145564821833,97.92873388931008,9.004246103565453,10.822036048254544,2.4545454545454546,0.0,32.26273489736073,27.263561407624653,74.24834947698452,0.0,1.2246467991473532e-16,-1.0,34.0,16997.556497721376,0.0,51.287740727275576,191450.0,126.28096815578719,92.41140003749916,195.79024588532445,1296.0,0.9677901036276229,typical,0.0,9.004246103565453,32.26273489736073,118.0,151.0,192.50000000000003,34.0,56.81818181818182,Medium,55.43557154545526,65.96028631798757
G/N,2026-06-01,225.89299139587337,217.7870687494779,217.4294545150781,283.3496783894411,220.36983822014312,206.58182273828422,9.004246103565453,10.822036048254544,2.4545454545454546,0.0,32.26273489736073,27.263561407624653,74.24834947698452,0.0,1.2246467991473532e-16,-1.0,32.0,70386.32902931391,13.0,79.41957984524025,619878.0,293.93962183169276,234.17989907153603,374.04641884574653,2854.0,0.9723801736603143,typical,0.0,9.004246103565453,32.26273489736073,344.5,431.25,580.8000000000002,32.0,40.15151515151515,Low,49.968531324946426,47.41894724957052
M/W,2026-06-01,149.2360801781737,158.15203375923105,123.97421169851131,187.65959442034932,143.78744187863867,136.95895362013047,9.004246103565453,10.822036048254544,2.4545454545454546,0.0,32.26273489736073,27.263561407624653,74.24834947698452,0.0,1.2246467991473532e-16,-1.0,53.0,24370.643551681354,8.0,75.68490036817151,426222.0,177.79658668627152,143.4994615440965,255.46663430672888,1811.0,0.9883692592576139,typical,0.0,9.004246103565453,32.26273489736073,208.5,298.5,405.30000000000007,53.0,40.909090909090914,Low,49.60304327386106,41.71454938653366
M/E,2026-06-01,262.90186016677353,270.8810898316992,272.807110785302,318.48132197073824,268.8633535945916,332.83476383925387,9.004246103565453,10.822036048254544,2.4545454545454546,0.0,32.26273489736073,27.263561407624653,74.24834947698452,0.0,1.2246467991473532e-16,-1.0,30.0,25140.114655526762,29.0,38.831176497016315,835819.0,360.4926759266859,275.58678005182924,461.05644739851186,4504.0,1.0015566153463125,typical,0.0,9.004246103565453,32.26273489736073,351.5,510.0,711.0000000000002,30.0,52.27272727272727,Medium,48.91233957879953,43.130471540690735
B,2026-06-01,80.45718633282611,87.77147599944668,86.7962373772306,105.16323142896667,85.0082999031678,88.96343431548854,9.004246103565453,10.822036048254544,2.4545454545454546,0.0,32.26273489736073,27.263561407624653,74.24834947698452,0.0,1.2246467991473532e-16,-1.0,11.0,49312.29159982718,8.0,41.88241156212007,131718.0,114.49997639716005,83.74248923037199,179.91327740001574,1175.0,0.9795788760766866,typical,0.0,9.004246103565453,32.26273489736073,119.0,150.75,171.0,11.0,47.72727272727273,Low,46.266057435984564,86.9281164284001
K/W,2026-06-01,168.35204081632656,143.51321512211445,167.37796922047508,178.74213783874205,159.7477417196387,158.80072766811642,9.004246103565453,10.822036048254544,2.4545454545454546,0.0,32.26273489736073,27.263561407624653,74.24834947698452,0.0,1.2246467991473532e-16,-1.0,15.0,31401.094940158986,4.0,36.309719599293075,774733.0,201.38491502291788,157.69668937690454,259.9615705387226,1941.0,1.0092975501098544,typical,0.0,9.004246103565453,32.26273489736073,255.0,312.0,386.9,15.0,31.818181818181817,Low,32.94106626345963,25.994105714216108
L,2026-06-01,442.3224076073705,425.63645546692675,400.94510432268623,494.11637465603116,422.96798913232783,426.23123410777106,9.004246103565453,10.822036048254544,2.4545454545454546,0.0,32.26273489736073,27.263561407624653,74.24834947698452,0.0,1.2246467991473532e-16,-1.0,54.0,59247.16505912701,14.0,97.98623146836815,933611.0,540.1980719789868,428.45829016475875,758.2806546168114,5538.0,0.9857708936863298,typical,0.0,9.004246103565453,32.26273489736073,886.5,1038.25,1224.8000000000002,54.0,10.606060606060606,Low,32.45110332163749,57.861151162420626
R/S,2026-06-01,34.822792245936945,33.662032504405715,36.96573330722538,40.62659095359311,35.15018601918934,34.867436851380454,9.004246103565453,10.822036048254544,2.4545454545454546,0.0,32.26273489736073,27.263561407624653,74.24834947698452,0.0,1.2246467991473532e-16,-1.0,58.0,38869.334356166,23.0,84.82276801582847,715275.0,48.05284486785256,17.477480677246085,75.43753273107933,456.0,0.806268400473146,typical,0.0,9.004246103565453,32.26273489736073,126.5,180.5,293.5000000000001,58.0,12.878787878787879,Low,30.86478291304803,6.718093721694811
H/W,2026-06-01,101.12121212121212,91.94141414141413,105.42424242424242,98.96969696969697,99.49562289562289,102.29259259259258,9.004246103565453,10.822036048254544,2.4545454545454546,0.0,32.26273489736073,27.263561407624653,74.24834947698452,0.0,1.2246467991473532e-16,-1.0,39.0,35081.3916144126,16.0,62.419549628621816,318281.0,126.35402741086462,88.71063099085197,153.30236804107494,1278.0,0.9688994021038206,typical,0.0,9.004246103565453,32.26273489736073,163.0,221.25,291.6,39.0,18.181818181818183,Low,29.241251043519092,39.69889104623418
N,2026-06-01,88.29861207687814,89.38536422551662,79.29894584596556,109.15066892887937,85.66097404945344,88.57030011403776,9.004246103565453,10.822036048254544,2.4545454545454546,0.0,32.26273489736073,27.263561407624653,74.24834947698452,0.0,1.2246467991473532e-16,-1.0,62.0,24965.570277936793,4.0,88.80171457911482,644521.0,121.11456129847608,80.89820107186895,194.86970901320996,1221.0,0.9632398949549266,typical,0.0,9.004246103565453,32.26273489736073,535.5,642.75,825.9,62.0,6.0606060606060606,Low,26.74588319023325,18.791406532677147
S,2026-06-01,146.33440411178924,161.6587696755541,164.05043366527465,186.54979119820106,157.3478691508727,176.98313523931895,9.004246103565453,10.822036048254544,2.4545454545454546,0.0,32.26273489736073,27.263561407624653,74.24834947698452,0.0,1.2246467991473532e-16,-1.0,72.0,25742.327721822323,18.0,95.07507283047032,769657.0,188.5841144938063,143.90310386683294,274.1328940763921,2206.0,1.0383821745317885,typical,0.0,9.004246103565453,32.26273489736073,344.5,434.5,517.8,72.0,3.0303030303030303,Low,26.041495480344853,24.50235812755634
C,2026-06-01,29.46131568059578,25.760860570955725,25.855744035305474,34.82223141635637,27.025973428952327,25.74900013791201,9.004246103565453,10.822036048254544,2.4545454545454546,0.0,32.26273489736073,27.263561407624653,74.24834947698452,0.0,1.2246467991473532e-16,-1.0,39.0,89447.24562784938,15.0,100.0,171941.0,36.965000993551904,14.462287930784145,55.39023793207396,344.0,0.57970542451328,typical,0.0,9.004246103565453,32.26273489736073,191.0,245.0,288.0,,0.7575757575757576,Low,25.568181818181817,21.498654185768316
R/C,2026-06-01,151.0949150641924,163.4819756685541,189.2089476929977,188.11997533217465,167.9286128085814,187.55280222757938,9.004246103565453,10.822036048254544,2.4545454545454546,0.0,32.26273489736073,27.263561407624653,74.24834947698452,0.0,1.2246467991473532e-16,-1.0,19.0,12054.163795161348,11.0,24.758916206328827,581718.0,175.99977827676256,141.42337083763056,259.7227720243443,2428.0,0.989096474498806,typical,0.0,9.004246103565453,32.26273489736073,237.0,319.0,357.9,19.0,25.757575757575758,Low,25.507910869764025,30.25517145365324
P/S,2026-06-01,35.290544109878496,31.41996830427892,29.940042260961437,41.55176967776017,32.21685155837295,35.84077302341962,9.004246103565453,10.822036048254544,2.4545454545454546,0.0,32.26273489736073,27.263561407624653,74.24834947698452,0.0,1.2246467991473532e-16,-1.0,57.0,18947.99258776129,13.0,74.55156987481263,479631.0,45.36102603850347,21.94142738858349,65.16731663639257,431.0,0.6938065216802108,typical,0.0,9.004246103565453,32.26273489736073,68.5,84.0,110.80000000000001,57.0,9.090909090909092,Low,25.456074286884977,9.457484198999536
F/N,2026-06-01,68.26089271452658,70.5858550004437,77.8397373325051,75.70077202946135,72.22882834915845,81.55967698997249,9.004246103565453,10.822036048254544,2.4545454545454546,0.0,32.26273489736073,27.263561407624653,74.24834947698452,0.0,1.2246467991473532e-16,-1.0,58.0,44351.2179713998,11.0,94.01830303515386,547438.0,85.23232385273299,68.40519873889399,118.14569929441126,1048.0,0.9912229790641491,typical,0.0,9.004246103565453,32.26273489736073,210.5,281.5,415.30000000000007,58.0,0.7575757575757576,Low,24.072757576970282,15.569310835698836
H/E,2026-06-01,155.3241013553329,153.92162639952858,172.01355332940483,191.0170889805539,160.4197603614221,174.85356511490863,9.004246103565453,10.822036048254544,2.4545454545454546,0.0,32.26273489736073,27.263561407624653,74.24834947698452,0.0,1.2246467991473532e-16,-1.0,42.0,46206.38850675846,5.0,78.64547148825885,576624.0,206.51802798829314,153.89668615672224,274.93058489583666,2261.0,1.0452336083598999,typical,0.0,9.004246103565453,32.26273489736073,446.0,562.5,628.9,42.0,1.5151515151515151,Low,20.79773150842835,35.81502469343855
K/E,2026-06-01,223.718749114003,210.65680020413373,260.97598593745573,245.98542712143126,231.7838450851975,250.38324213470935,9.004246103565453,10.822036048254544,2.4545454545454546,0.0,32.26273489736073,27.263561407624653,74.24834947698452,0.0,1.2246467991473532e-16,-1.0,49.0,35404.028806505885,32.0,67.47412697353374,852546.0,307.4297829258331,251.99456189663655,419.2900211352781,3092.0,0.9844485120143874,typical,0.0,9.004246103565453,32.26273489736073,550.5,641.75,805.2,49.0,2.272727272727273,Low,18.57307719792889,36.060198854470386
F/S,2026-06-01,33.09317211948791,32.56642958748222,36.711664295874826,40.83399715504979,34.123755334281654,36.52463252726411,9.004246103565453,10.822036048254544,2.4545454545454546,0.0,32.26273489736073,27.263561407624653,74.24834947698452,0.0,1.2246467991473532e-16,-1.0,26.0,37977.76498450448,29.0,42.75650366858393,373529.0,49.66373708938905,18.004638504346342,77.83866219390048,483.0,0.8315184529539577,typical,0.0,9.004246103565453,32.26273489736073,355.0,436.0,571.7000000000002,26.0,1.5151515151515151,Low,11.82548955350962,13.2958182870377
D,2026-06-01,0.0,0.0,0.0,0.0,0.0,0.0,9.004246103565453,10.822036048254544,2.4545454545454546,0.0,32.26273489736073,27.263561407624653,74.24834947698452,0.0,1.2246467991473532e-16,-1.0,10.0,43438.070289872856,17.0,32.5715918586037,358933.0,0.0,0.0,52.825346142648826,0.0,0.35,typical,0.0,9.004246103565453,32.26273489736073,373.0,456.0,570.3000000000002,10.0,0.0,Low,8.142897964650926,0.0
T,2026-06-01,62.642719196601014,61.887987640015446,71.41647354190808,80.7562765546543,65.31572679284152,67.73715720355351,9.004246103565453,10.822036048254544,2.4545454545454546,0.0,32.26273489736073,27.263561407624653,74.24834947698452,0.0,1.2246467991473532e-16,-1.0,33.0,8200.969947931737,97.0,0.0,353343.0,74.46287280674062,22.27808742274195,100.65970819048461,977.0,1.0036294074710792,typical,0.0,9.004246103565453,32.26273489736073,158.0,205.0,256.8,33.0,3.787878787878788,Low,2.840909090909091,21.073821416227467
R/N,2026-07-01,153.00829302004146,131.5236120709514,129.0949090071412,234.8369039391845,137.87560469937802,124.7045611610228,432.92739154676366,442.33486849106544,26.272727272727273,1.7272727272727273,30.237618454545476,26.955099454545476,82.40452276472236,0.0,-0.4999999999999997,-0.8660254037844388,51.0,31330.65518222099,11.0,76.65413963198206,446374.0,185.99293262229077,139.92670544755325,263.80124108044714,1622.0,0.97518594977642,typical,0.0,432.92739154676366,30.237618454545476,84.5,137.25,183.60000000000002,51.0,91.66666666666666,High,87.91353490799551,41.667510343857565
G/S,2026-07-01,690.3387898881061,556.8732905097389,540.9007459593867,1059.3316411106507,596.0376087857439,587.5098943224203,432.92739154676366,442.33486849106544,26.272727272727273,1.7272727272727273,30.237618454545476,26.955099454545476,82.40452276472236,0.0,-0.4999999999999997,-0.8660254037844388,21.0,41858.76936999277,7.0,49.35034752315354,390890.0,918.7521866997647,734.8323446609527,1249.3963353321158,7839.0,1.001996486387063,typical,0.0,432.92739154676366,30.237618454545476,445.5,569.25,725.7,21.0,97.72727272727273,High,85.63304142624293,235.04110790753526
P/N,2026-07-01,269.64563596049186,213.65067526708324,193.3547671840355,375.2930860713566,225.55035947053685,204.13696835315457,432.92739154676366,442.33486849106544,26.272727272727273,1.7272727272727273,30.237618454545476,26.955099454545476,82.40452276472236,0.0,-0.4999999999999997,-0.8660254037844388,54.0,20751.61391657302,21.0,68.51752173761194,974114.0,363.60237643334057,252.93819582211026,454.5413775767288,2697.0,0.9649163332968834,typical,0.0,432.92739154676366,30.237618454545476,236.5,303.75,381.70000000000005,54.0,86.36363636363636,High,81.90210770713026,37.326470662914254
E,2026-07-01,441.084972125222,352.9994486307664,345.76854744838573,636.3193040495007,379.950989401458,389.09917498825786,432.92739154676366,442.33486849106544,26.272727272727273,1.7272727272727273,30.237618454545476,26.955099454545476,82.40452276472236,0.0,-0.4999999999999997,-0.8660254037844388,20.0,55680.01825933636,11.0,55.761109348493214,406967.0,663.7162022337213,453.50397360897347,776.1121059591555,5365.0,0.9885932517551124,typical,0.0,432.92739154676366,30.237618454545476,306.0,443.25,675.0000000000002,20.0,89.39393939393939,High,80.98573188257785,163.0884573524933
A,2026-07-01,128.55193328279,89.41319181197878,90.06823351023502,164.90674753601215,102.67778620166793,99.56633813495073,432.92739154676366,442.33486849106544,26.272727272727273,1.7272727272727273,30.237618454545476,26.955099454545476,82.40452276472236,0.0,-0.4999999999999997,-0.8660254037844388,34.0,16997.556497721376,0.0,51.287740727275576,191450.0,168.47646899261935,126.19756259687054,222.29435633983465,1296.0,0.9677901036276229,typical,0.0,432.92739154676366,30.237618454545476,118.0,151.0,192.50000000000003,34.0,84.0909090909091,High,75.89011700000071,88.00024496872257
M/W,2026-07-01,187.65959442034932,149.2360801781737,158.15203375923105,267.6908920407924,165.015902785918,145.8041456648302,432.92739154676366,442.33486849106544,26.272727272727273,1.7272727272727273,30.237618454545476,26.955099454545476,82.40452276472236,0.0,-0.4999999999999997,-0.8660254037844388,53.0,24370.643551681354,8.0,75.68490036817151,426222.0,238.6467527268882,194.20715925846838,313.3272446463782,1811.0,0.9883692592576139,typical,0.0,432.92739154676366,30.237618454545476,208.5,298.5,405.30000000000007,53.0,60.60606060606061,Medium,64.37577054658833,55.99118598450765
G/N,2026-07-01,283.3496783894411,225.89299139587337,217.7870687494779,355.5877537382007,242.34324617826414,216.7539609612118,432.92739154676366,442.33486849106544,26.272727272727273,1.7272727272727273,30.237618454545476,26.955099454545476,82.40452276472236,0.0,-0.4999999999999997,-0.8660254037844388,32.0,70386.32902931391,13.0,79.41957984524025,619878.0,351.51577538351756,281.58141730504747,419.7980931213672,2854.0,0.9723801736603143,typical,0.0,432.92739154676366,30.237618454545476,344.5,431.25,580.8000000000002,32.0,53.78787878787878,Medium,60.195804052219145,56.707251327441455
B,2026-07-01,105.16323142896667,80.45718633282611,87.77147599944668,108.57656660672292,91.1306312537465,91.5911606031263,432.92739154676366,442.33486849106544,26.272727272727273,1.7272727272727273,30.237618454545476,26.955099454545476,82.40452276472236,0.0,-0.4999999999999997,-0.8660254037844388,11.0,49312.29159982718,8.0,41.88241156212007,131718.0,138.44638430998995,88.46723406428693,164.5049916214475,1175.0,0.9795788760766866,typical,0.0,432.92739154676366,30.237618454545476,119.0,150.75,171.0,11.0,65.9090909090909,Medium,59.9024210723482,105.10817375756537
M/E,2026-07-01,318.48132197073824,262.90186016677353,270.8810898316992,535.4338251015608,284.08809065640366,316.09672459961104,432.92739154676366,442.33486849106544,26.272727272727273,1.7272727272727273,30.237618454545476,26.955099454545476,82.40452276472236,0.0,-0.4999999999999997,-0.8660254037844388,30.0,25140.114655526762,29.0,38.831176497016315,835819.0,423.0597339956443,350.32252293498135,542.7442293364452,4504.0,1.0015566153463125,typical,0.0,432.92739154676366,30.237618454545476,351.5,510.0,711.0000000000002,30.0,60.60606060606061,Medium,55.16233957879953,50.61619010762429
R/C,2026-07-01,188.11997533217465,151.0949150641924,163.4819756685541,247.60509054213153,167.5656220216404,184.37663284184558,432.92739154676366,442.33486849106544,26.272727272727273,1.7272727272727273,30.237618454545476,26.955099454545476,82.40452276472236,0.0,-0.4999999999999997,-0.8660254037844388,19.0,12054.163795161348,11.0,24.758916206328827,581718.0,243.7975923795255,190.40418104376263,307.45045378932525,2428.0,0.989096474498806,typical,0.0,432.92739154676366,30.237618454545476,237.0,319.0,357.9,19.0,51.515151515151516,Medium,44.826092687945845,41.90992755588197
S,2026-07-01,186.54979119820106,146.33440411178924,161.6587696755541,245.54416961130738,164.8476549951815,174.75386818717206,432.92739154676366,442.33486849106544,26.272727272727273,1.7272727272727273,30.237618454545476,26.955099454545476,82.40452276472236,0.0,-0.4999999999999997,-0.8660254037844388,72.0,25742.327721822323,18.0,95.07507283047032,769657.0,267.7824837399718,205.93159574436964,347.12761871552317,2206.0,1.0383821745317885,typical,0.0,432.92739154676366,30.237618454545476,344.5,434.5,517.8,72.0,22.727272727272727,Low,40.81422275307213,34.792444392758306
K/W,2026-07-01,178.74213783874205,168.35204081632656,143.51321512211445,241.89444630311144,163.53579792572768,162.91347440615593,432.92739154676366,442.33486849106544,26.272727272727273,1.7272727272727273,30.237618454545476,26.955099454545476,82.40452276472236,0.0,-0.4999999999999997,-0.8660254037844388,15.0,31401.094940158986,4.0,36.309719599293075,774733.0,222.0092344930705,189.80609137792064,302.0502814012557,1941.0,1.0092975501098544,typical,0.0,432.92739154676366,30.237618454545476,255.0,312.0,386.9,15.0,41.66666666666667,Low,40.32742989982327,28.656225369652578
L,2026-07-01,494.11637465603116,442.3224076073705,425.63645546692675,616.8015256539761,454.0250792434428,432.5808979762444,432.92739154676366,442.33486849106544,26.272727272727273,1.7272727272727273,30.237618454545476,26.955099454545476,82.40452276472236,0.0,-0.4999999999999997,-0.8660254037844388,54.0,59247.16505912701,14.0,97.98623146836815,933611.0,622.8485235544924,491.70161171825333,851.0711969090833,5538.0,0.9857708936863298,typical,0.0,432.92739154676366,30.237618454545476,886.5,1038.25,1224.8000000000002,54.0,13.636363636363635,Low,34.72383059436476,66.71392298874932
H/W,2026-07-01,98.96969696969697,101.12121212121212,91.94141414141413,127.65656565656566,97.34410774410775,103.41616161616162,432.92739154676366,442.33486849106544,26.272727272727273,1.7272727272727273,30.237618454545476,26.955099454545476,82.40452276472236,0.0,-0.4999999999999997,-0.8660254037844388,39.0,35081.3916144126,16.0,62.419549628621816,318281.0,136.1071698117192,98.87461420840089,203.0659398475874,1278.0,0.9688994021038206,typical,0.0,432.92739154676366,30.237618454545476,163.0,221.25,291.6,39.0,25.0,Low,34.35488740715545,42.76320918047863
R/S,2026-07-01,40.62659095359311,34.822792245936945,33.662032504405715,76.34227530840023,36.37047190131192,36.42999804190327,432.92739154676366,442.33486849106544,26.272727272727273,1.7272727272727273,30.237618454545476,26.955099454545476,82.40452276472236,0.0,-0.4999999999999997,-0.8660254037844388,58.0,38869.334356166,23.0,84.82276801582847,715275.0,51.04630336711936,17.910410602849456,71.40123312202127,456.0,0.806268400473146,typical,0.0,432.92739154676366,30.237618454545476,126.5,180.5,293.5000000000001,58.0,12.878787878787879,Low,30.86478291304803,7.136598282775067
P/S,2026-07-01,41.55176967776017,35.290544109878496,31.41996830427892,48.26835710512414,36.08742736397253,36.61868286670188,432.92739154676366,442.33486849106544,26.272727272727273,1.7272727272727273,30.237618454545476,26.955099454545476,82.40452276472236,0.0,-0.4999999999999997,-0.8660254037844388,57.0,18947.99258776129,13.0,74.55156987481263,479631.0,46.878992570278655,31.332991381475058,61.62834334482505,431.0,0.6938065216802108,typical,0.0,432.92739154676366,30.237618454545476,68.5,84.0,110.80000000000001,57.0,12.121212121212121,Low,27.728801559612247,9.773970525316056
N,2026-07-01,109.15066892887937,88.29861207687814,89.38536422551662,189.5703279281284,95.6115484104247,91.3041609879565,432.92739154676366,442.33486849106544,26.272727272727273,1.7272727272727273,30.237618454545476,26.955099454545476,82.40452276472236,0.0,-0.4999999999999997,-0.8660254037844388,62.0,24965.570277936793,4.0,88.80171457911482,644521.0,146.8501262803561,105.46496130473534,198.7420076919182,1221.0,0.9632398949549266,typical,0.0,432.92739154676366,30.237618454545476,535.5,642.75,825.9,62.0,6.0606060606060606,Low,26.74588319023325,22.784381933304907
F/N,2026-07-01,75.70077202946135,68.26089271452658,70.5858550004437,91.51051557369776,71.51583991481054,79.15721596119145,432.92739154676366,442.33486849106544,26.272727272727273,1.7272727272727273,30.237618454545476,26.955099454545476,82.40452276472236,0.0,-0.4999999999999997,-0.8660254037844388,58.0,44351.2179713998,11.0,94.01830303515386,547438.0,95.94485178459551,68.47052399739475,141.7957133350384,1048.0,0.9912229790641491,typical,0.0,432.92739154676366,30.237618454545476,210.5,281.5,415.30000000000007,58.0,3.0303030303030303,Low,25.77730303151574,17.52615853934062
C,2026-07-01,34.82223141635637,29.46131568059578,25.760860570955725,38.73617432078334,30.014802555969293,27.46876292925114,432.92739154676366,442.33486849106544,26.272727272727273,1.7272727272727273,30.237618454545476,26.955099454545476,82.40452276472236,0.0,-0.4999999999999997,-0.8660254037844388,39.0,89447.24562784938,15.0,100.0,171941.0,38.56107514524392,17.224200170279126,52.446954369243876,344.0,0.57970542451328,typical,0.0,432.92739154676366,30.237618454545476,191.0,245.0,288.0,,0.7575757575757576,Low,25.568181818181817,22.426922691646507
H/E,2026-07-01,191.0170889805539,155.3241013553329,153.92162639952858,252.16499705362406,166.75427224513848,175.90542133176191,432.92739154676366,442.33486849106544,26.272727272727273,1.7272727272727273,30.237618454545476,26.955099454545476,82.40452276472236,0.0,-0.4999999999999997,-0.8660254037844388,42.0,46206.38850675846,5.0,78.64547148825885,576624.0,261.4241149287378,201.71360007490037,332.6476265919655,2261.0,1.0452336083598999,typical,0.0,432.92739154676366,30.237618454545476,446.0,562.5,628.9,42.0,6.8181818181818175,Low,24.775004235701076,45.33701596338998
K/E,2026-07-01,245.98542712143126,223.718749114003,210.65680020413373,302.87941935300955,226.7869921465227,247.76793021651406,432.92739154676366,442.33486849106544,26.272727272727273,1.7272727272727273,30.237618454545476,26.955099454545476,82.40452276472236,0.0,-0.4999999999999997,-0.8660254037844388,49.0,35404.028806505885,32.0,67.47412697353374,852546.0,327.13016340998047,241.58090878120657,444.09951964770596,3092.0,0.9844485120143874,typical,0.0,432.92739154676366,30.237618454545476,550.5,641.75,805.2,49.0,3.787878787878788,Low,19.709440834292526,38.37096923919419
F/S,2026-07-01,40.83399715504979,33.09317211948791,32.56642958748222,60.27766714082503,35.497866287339974,37.265125651967764,432.92739154676366,442.33486849106544,26.272727272727273,1.7272727272727273,30.237618454545476,26.955099454545476,82.40452276472236,0.0,-0.4999999999999997,-0.8660254037844388,26.0,37977.76498450448,29.0,42.75650366858393,373529.0,52.379758908948055,18.01623778534278,73.67527819451784,483.0,0.8315184529539577,typical,0.0,432.92739154676366,30.237618454545476,355.0,436.0,571.7000000000002,26.0,1.5151515151515151,Low,11.82548955350962,14.022943040285508
D,2026-07-01,0.0,0.0,0.0,0.0,0.0,0.0,432.92739154676366,442.33486849106544,26.272727272727273,1.7272727272727273,30.237618454545476,26.955099454545476,82.40452276472236,0.0,-0.4999999999999997,-0.8660254037844388,10.0,43438.070289872856,17.0,32.5715918586037,358933.0,0.43262379212492635,0.0,70.69559719234883,0.0,0.35,typical,0.0,432.92739154676366,30.237618454545476,373.0,456.0,570.3000000000002,10.0,0.0,Low,8.142897964650926,0.1205305146433809
T,2026-07-01,80.7562765546543,62.642719196601014,61.887987640015446,109.24739281575899,68.42899446375692,70.14286404016995,432.92739154676366,442.33486849106544,26.272727272727273,1.7272727272727273,30.237618454545476,26.955099454545476,82.40452276472236,0.0,-0.4999999999999997,-0.8660254037844388,33.0,8200.969947931737,97.0,0.0,353343.0,101.18193497308977,36.23834513238223,153.5043364179745,977.0,1.0036294074710792,typical,0.0,432.92739154676366,30.237618454545476,158.0,205.0,256.8,33.0,9.848484848484848,Low,7.386363636363636,28.635613263341785
R/N,2026-08-01,234.8369039391845,153.00829302004146,131.5236120709514,139.93066113798665,173.12293634339244,143.76053904630268,657.3282583279818,1099.2598959783109,31.0,2.727272727272727,27.98216087976542,25.8958759530792,88.37366056121309,0.0,-0.8660254037844384,-0.5000000000000004,51.0,31330.65518222099,11.0,76.65413963198206,446374.0,196.8753701725944,131.95894778949148,229.53074019770864,1622.0,0.97518594977642,typical,0.0,657.3282583279818,27.98216087976542,84.5,137.25,183.60000000000002,51.0,93.18181818181817,High,89.04989854435914,44.10547437184836
G/S,2026-08-01,1059.3316411106507,690.3387898881061,556.8732905097389,795.107853294654,768.8479071694986,667.0116556154165,657.3282583279818,1099.2598959783109,31.0,2.727272727272727,27.98216087976542,25.8958759530792,88.37366056121309,0.0,-0.8660254037844384,-0.5000000000000004,21.0,41858.76936999277,7.0,49.35034752315354,390890.0,893.8867480853968,626.8171202837091,1067.9395898017412,7839.0,1.001996486387063,typical,0.0,657.3282583279818,27.98216087976542,445.5,569.25,725.7,21.0,96.96969696969697,High,85.0648596080611,228.67987108531727
E,2026-08-01,636.3193040495007,441.084972125222,352.9994486307664,496.96011762543645,476.80124160182976,428.48567461046787,657.3282583279818,1099.2598959783109,31.0,2.727272727272727,27.98216087976542,25.8958759530792,88.37366056121309,0.0,-0.8660254037844384,-0.5000000000000004,20.0,55680.01825933636,11.0,55.761109348493214,406967.0,518.0483986683766,401.0549316861926,643.2709319404878,5365.0,0.9885932517551124,typical,0.0,657.3282583279818,27.98216087976542,306.0,443.25,675.0000000000002,20.0,85.60606060606061,High,78.14482279166876,127.29494004879429
